transaction_id,customer_id,account_type,transaction_type,amount,currency,transaction_date,merchant,city,status
TXN101667,CUST2271,Loan,Debit,465298.3,USD,2023-09-22,ICICI,Delhi,Success
TXN101668,CUST9444,Credit,Credit,58192.04,nan,2023-04-18,Reliance,Mumbai,Success
TXN101669,CUST3768,Savings,Credit,,INR,2023-08-14,Reliance,Delhi,Failed
TXN101670,CUST8801,Current,Credit,190317.84,INR,2023-06-23,ICICI,Hyderabad,Success
TXN101671,CUST9928,Savings,Debit,438988.38,INR,2023-04-15,Amazon,Mumbai,Success
TXN101672,CUST7142,nan,Debit,434029.66,nan,2023-12-04,Flipkart,Bangalore,Success
TXN101673,CUST2928,Savings,Debit,402964.64,INR,2024-11-24,Walmart,Delhi,Success
TXN101674,CUST7266,Loan,Debit,,EUR,2024-08-27,Amazon,Hyderabad,Success
TXN101675,CUST6413,Loan,Credit,152346.52,USD,2024-09-22,nan,Delhi,Success
TXN101676,CUST7828,Current,Debit,40468.83,EUR,2023-05-01,Flipkart,Bangalore,Success
TXN101677,CUST3190,Savings,Debit,201496.06,INR,2023-07-06,SBI,Pune,Success
TXN101678,CUST2002,Loan,Debit,86770.52,INR,2024-06-11,Reliance,Chennai,Failed
TXN101679,CUST7654,Savings,Debit,347478.59,INR,2024-06-27,SBI,Pune,nan
TXN101680,CUST9094,Savings,Credit,173056.4,INR,2024-02-28,Walmart,Hyderabad,Success
TXN101681,CUST7067,Savings,Debit,487805.34,EUR,2023-12-12,ICICI,nan,Success
TXN101682,CUST4752,Current,Debit,320489.63,INR,2023-04-05,ICICI,Chennai,Success
TXN101683,CUST7200,Savings,Debit,411242.06,INR,2023-04-16,SBI,Delhi,Success
TXN101684,CUST5137,nan,Debit,66271.01,INR,2024-11-17,HDFC,Hyderabad,Success
TXN101685,CUST4702,Savings,Debit,431008.62,INR,2024-05-22,Flipkart,Pune,Failed
TXN101686,CUST6943,Loan,Credit,,USD,2023-11-22,Reliance,nan,Failed
TXN101687,CUST5438,Savings,Credit,243536.09,INR,2023-10-18,Amazon,Chennai,Success
TXN101688,CUST5427,Current,Debit,303130.41,INR,2023-11-27,Walmart,Pune,Failed
TXN101689,CUST6556,Savings,Debit,382407.25,INR,2024-03-19,ICICI,Hyderabad,Success
TXN101690,CUST9532,nan,Credit,87427.57,INR,2024-07-02,Amazon,Hyderabad,nan
TXN101691,CUST3388,Savings,Credit,251288.01,nan,2024-06-17,HDFC,Chennai,Success
TXN101692,CUST7992,Credit,Debit,199337.53,INR,2024-12-30,HDFC,Delhi,nan
TXN101693,CUST7325,Savings,Debit,73195.53,INR,2024-08-20,SBI,Mumbai,Success
TXN101694,CUST2700,Loan,Debit,183773.54,USD,2023-11-12,ICICI,Hyderabad,Success
TXN101695,CUST6383,Savings,Credit,34095.47,INR,2023-02-11,Walmart,Pune,Failed
TXN101696,CUST2233,Savings,Credit,12915.7,INR,2024-10-14,ICICI,Hyderabad,Failed
TXN101697,CUST3298,Credit,Credit,67591.79,EUR,2024-12-27,HDFC,Mumbai,Success
TXN101698,CUST9329,Savings,Debit,481557.92,INR,2024-11-02,HDFC,Mumbai,Success
TXN101699,CUST3930,Current,Credit,274769.27,INR,2023-10-06,Amazon,Mumbai,Success
TXN101700,CUST2833,Savings,Credit,482911.42,INR,2024-11-13,Reliance,Pune,Success
TXN101701,CUST3139,Credit,Debit,216254.61,INR,2023-06-09,SBI,Chennai,Success
TXN101702,CUST9399,Current,Credit,155914.95,USD,2023-08-28,Walmart,Chennai,Success
TXN101703,CUST7436,Savings,Credit,253075.87,INR,2023-06-05,ICICI,Delhi,Success
TXN101704,CUST3208,Credit,Debit,219761.45,INR,2024-02-14,SBI,Mumbai,Success
TXN101705,CUST8553,Savings,Debit,52841.29,USD,2023-08-10,Reliance,Hyderabad,Success
TXN101706,CUST6622,Current,Debit,320416.75,INR,2023-12-03,Amazon,Pune,Success
TXN101707,CUST7286,Credit,Credit,108026.93,USD,2024-11-12,Amazon,Delhi,Success
TXN101708,CUST8936,Loan,Credit,309797.78,INR,2023-10-12,ICICI,Pune,Failed
TXN101709,CUST4690,Savings,Debit,325104.04,INR,2024-01-21,Amazon,Delhi,Success
TXN101710,CUST3609,Credit,Debit,76020.91,EUR,2023-12-24,nan,Pune,Success
TXN101711,CUST7178,Current,Credit,30684.2,USD,2024-11-04,Amazon,Mumbai,Success
TXN101712,CUST1223,Current,Debit,390382.99,INR,2024-09-17,ICICI,Delhi,Success
TXN101713,CUST4774,Current,Debit,229905.61,USD,2024-02-26,SBI,Hyderabad,Success
TXN101714,CUST8916,Savings,Debit,29091.32,USD,2023-09-25,Flipkart,Delhi,Failed
TXN101715,CUST9514,Current,Debit,497433.21,nan,2023-04-01,Reliance,Mumbai,Success
TXN101716,CUST6973,Credit,Credit,28899.7,USD,2023-10-23,nan,Mumbai,Success
TXN101717,CUST3086,Current,Debit,347520.66,USD,2023-12-23,nan,nan,Success
TXN101718,CUST7896,Savings,Debit,491839.63,USD,2023-11-04,SBI,Chennai,Success
TXN101719,CUST8483,Savings,Credit,119597.66,INR,2023-11-14,Flipkart,Mumbai,Success
TXN101720,CUST8663,Current,Credit,71133.26,INR,2023-11-13,Amazon,Chennai,Success
TXN101721,CUST8284,Current,Debit,60701.26,USD,2023-10-29,Amazon,Chennai,Success
TXN101722,CUST6461,Savings,Debit,151644.54,INR,2023-08-21,Amazon,Bangalore,Pending
TXN101723,CUST3287,Current,Debit,50531.9,INR,2024-08-06,HDFC,Hyderabad,Success
TXN101724,CUST9878,Credit,Credit,346083.75,EUR,2024-09-10,ICICI,Mumbai,Failed
TXN101725,CUST5835,Savings,Credit,31155.28,INR,2024-02-17,Amazon,Delhi,Failed
TXN101726,CUST3534,Credit,nan,254715.97,INR,2023-02-19,SBI,Mumbai,Success
TXN101727,CUST6530,nan,Debit,498348.46,INR,2023-12-27,ICICI,Pune,Success
TXN101728,CUST1622,Savings,Debit,406987.0,INR,2024-05-28,Reliance,Pune,Pending
TXN101729,CUST2075,Savings,Credit,307613.57,USD,2024-05-16,nan,Delhi,Success
TXN101730,CUST7876,Current,Debit,153133.75,INR,2023-03-07,Flipkart,Hyderabad,Success
TXN101731,CUST9495,Savings,Credit,311951.68,INR,2024-04-30,Flipkart,Pune,Success
TXN101732,CUST9855,Credit,Debit,263525.46,INR,2024-11-13,Walmart,Bangalore,Success
TXN101733,CUST6237,Savings,Debit,213047.43,EUR,2023-08-03,Reliance,Pune,nan
TXN101734,CUST4994,Savings,Credit,65363.88,INR,2023-05-18,Walmart,Bangalore,Failed
TXN101735,CUST3694,Savings,Debit,443303.24,EUR,2024-11-23,ICICI,Hyderabad,Success
TXN101736,CUST5304,Savings,Credit,224897.83,USD,2024-12-23,SBI,Hyderabad,Success
TXN101737,CUST4198,Savings,Credit,97319.31,INR,2024-01-19,nan,Chennai,Success
TXN101738,CUST6412,Savings,Credit,183886.0,USD,2024-04-23,ICICI,Bangalore,Success
TXN101739,CUST9710,Savings,Debit,207070.73,USD,2023-01-02,HDFC,Delhi,Success
TXN101740,CUST8389,Current,Credit,413770.67,USD,2024-10-30,HDFC,Bangalore,Pending
TXN101741,CUST5433,Savings,Debit,366809.85,INR,2024-05-23,Flipkart,Bangalore,Success
TXN101742,CUST6909,Loan,Debit,384654.75,INR,2023-05-22,Flipkart,Mumbai,Pending
TXN101743,CUST9017,Savings,Credit,5525.52,USD,2023-01-28,nan,Chennai,Success
TXN101744,CUST4810,Savings,Credit,208082.84,USD,2023-09-14,Flipkart,Chennai,Success
TXN101745,CUST1912,Savings,Credit,240677.26,INR,2023-03-26,Reliance,nan,Pending
TXN101746,CUST8442,Credit,nan,,INR,2023-08-31,Walmart,Delhi,Success
TXN101747,CUST5902,Current,Credit,,USD,2023-07-25,HDFC,Bangalore,Success
TXN101748,CUST4188,Savings,nan,380147.31,USD,2024-03-13,Walmart,Chennai,Success
TXN101749,CUST4228,Savings,Debit,68563.48,INR,2023-09-28,HDFC,Pune,Success
TXN101750,CUST1571,nan,Debit,267659.71,INR,2024-07-13,nan,Delhi,Failed
TXN101751,CUST8768,Loan,Debit,107608.78,nan,2024-04-23,Flipkart,Delhi,Success
TXN101752,CUST6135,Savings,Credit,6070.27,USD,2024-07-11,Walmart,Chennai,Success
TXN101753,CUST9289,Current,Credit,120608.32,INR,2023-06-26,Walmart,Mumbai,Success
TXN101754,CUST5033,Current,Credit,487937.12,INR,2024-02-24,Flipkart,Hyderabad,Failed
TXN101755,CUST2639,Savings,Credit,400770.54,INR,2024-04-19,Flipkart,Pune,Success
TXN101756,CUST7443,Credit,Debit,479788.73,USD,2024-01-22,HDFC,Mumbai,Success
TXN101757,CUST5842,Credit,Debit,243932.14,USD,2023-09-11,Reliance,Delhi,Success
TXN101758,CUST6541,Current,Credit,54877.0,EUR,2023-09-03,Reliance,Chennai,Pending
TXN101759,CUST5027,Loan,nan,273984.26,INR,2024-01-25,ICICI,Pune,Success
TXN101760,CUST1260,Current,Debit,227194.12,INR,2024-01-17,Amazon,Bangalore,Success
TXN101761,CUST2797,Savings,nan,422180.1,USD,2024-04-19,Amazon,Hyderabad,Success
TXN101762,CUST1331,Savings,nan,49050.31,INR,2024-06-17,Reliance,Bangalore,Success
TXN101763,CUST5210,Current,Debit,244125.69,USD,2024-06-17,Walmart,Bangalore,Success
TXN101764,CUST9459,Savings,Credit,75032.83,USD,2023-12-13,Amazon,Delhi,Success
TXN101765,CUST3059,Current,Debit,162344.72,INR,2023-07-18,HDFC,Mumbai,Success
TXN101766,CUST1072,Savings,Debit,368681.17,nan,2023-08-19,Reliance,Hyderabad,Success
TXN101767,CUST6111,Savings,Debit,,USD,2024-03-09,Flipkart,Mumbai,Success
TXN101768,CUST3921,Loan,Credit,,INR,2023-11-28,Flipkart,Bangalore,Failed
TXN101769,CUST4888,nan,Debit,,INR,2023-12-02,ICICI,Chennai,Success
TXN101770,CUST1177,Current,Debit,,USD,2023-08-18,Flipkart,Delhi,Success
TXN101771,CUST2999,Credit,Credit,392510.42,INR,2024-12-09,Flipkart,Pune,Failed
TXN101772,CUST9963,Credit,Debit,446043.42,INR,2023-08-22,nan,Bangalore,Success
TXN101773,CUST8426,Credit,Credit,477667.79,USD,2024-01-04,Amazon,Bangalore,Success
TXN101774,CUST5495,Savings,nan,393453.82,INR,2023-06-06,Amazon,Mumbai,Success
TXN101775,CUST1269,Current,Debit,157710.29,nan,2024-06-22,ICICI,Delhi,Success
TXN101776,CUST2655,Current,Debit,344070.47,INR,2023-07-21,Walmart,Delhi,Success
TXN101777,CUST3533,Current,Debit,218807.19,INR,2023-03-30,ICICI,Delhi,Success
TXN101778,CUST5982,Savings,Credit,127342.76,INR,2023-11-11,HDFC,Hyderabad,Success
TXN101779,CUST5361,Credit,Debit,420437.38,USD,2023-06-19,Amazon,nan,Success
TXN101780,CUST7118,Savings,Debit,19222.79,INR,2024-03-12,HDFC,Bangalore,Success
TXN101781,CUST9696,Savings,Credit,450881.98,EUR,2023-10-21,ICICI,Hyderabad,Success
TXN101782,CUST3404,Savings,Debit,230744.12,INR,2023-12-11,HDFC,Delhi,Success
TXN101783,CUST3201,Savings,Credit,318604.37,EUR,2023-12-29,Flipkart,Pune,Success
TXN101784,CUST7019,Loan,Credit,329680.37,INR,2023-06-29,Amazon,Pune,Success
TXN101785,CUST6659,Credit,Debit,447559.92,INR,2024-05-22,SBI,Hyderabad,Pending
TXN101786,CUST2153,Loan,Debit,318338.47,USD,2024-05-03,ICICI,Delhi,Pending
TXN101787,CUST5161,Current,Debit,306970.65,USD,2023-10-27,Amazon,Mumbai,nan
TXN101788,CUST2336,Current,Credit,33335.35,INR,2024-06-18,ICICI,nan,Success
TXN101789,CUST9598,Credit,Debit,259208.83,USD,2024-12-14,Amazon,Hyderabad,Failed
TXN101790,CUST4478,Current,Credit,75093.0,INR,2023-11-22,ICICI,Mumbai,Success
TXN101791,CUST1276,Current,Debit,,INR,2023-03-18,HDFC,Chennai,Success
TXN101792,CUST7758,Current,Debit,256115.84,USD,2023-08-11,SBI,Chennai,Success
TXN101793,CUST4480,nan,Debit,340117.09,EUR,2023-07-07,Amazon,Bangalore,Success
TXN101794,CUST3361,Loan,Debit,20846.03,USD,2024-10-04,HDFC,Bangalore,Success
TXN101795,CUST6368,Savings,Debit,42405.16,INR,2024-04-22,Reliance,Chennai,Success
TXN101796,CUST9652,Savings,Debit,358164.53,USD,2023-01-23,Amazon,Pune,Success
TXN101797,CUST3446,Credit,Credit,36051.45,USD,2023-02-06,HDFC,Pune,Success
TXN101798,CUST8601,Savings,Debit,35637.65,INR,2023-01-18,Flipkart,nan,Pending
TXN101799,CUST6051,Savings,Credit,6064.12,INR,2024-07-06,Walmart,Mumbai,Success
TXN101800,CUST4517,Savings,Credit,478251.13,INR,2023-12-04,Flipkart,Mumbai,Success
TXN101801,CUST5802,Current,Debit,368756.8,INR,2023-03-13,Amazon,Chennai,Success
TXN101802,CUST3375,Current,Credit,176632.17,USD,2024-10-13,Amazon,Hyderabad,Success
TXN101803,CUST8850,Current,Debit,148274.83,INR,2024-12-26,Flipkart,Delhi,Success
TXN101804,CUST7744,nan,Credit,174858.12,INR,2024-06-01,HDFC,nan,Success
TXN101805,CUST7389,Current,Debit,387329.02,INR,2024-03-20,Amazon,Pune,Failed
TXN101806,CUST7248,Savings,Debit,330688.69,INR,2024-04-22,SBI,Bangalore,Success
TXN101807,CUST1971,Current,Credit,,nan,2024-03-31,Flipkart,Hyderabad,Success
TXN101808,CUST8136,Savings,Debit,,INR,2023-04-29,HDFC,Bangalore,Success
TXN101809,CUST9344,Loan,Credit,49206.84,INR,2024-03-23,Amazon,Delhi,Success
TXN101810,CUST4960,Savings,Credit,330154.76,EUR,2024-01-02,ICICI,Mumbai,Success
TXN101811,CUST4086,nan,Debit,382188.69,USD,2024-01-03,Amazon,Delhi,Success
TXN101812,CUST9921,Current,Credit,132530.56,USD,2024-04-21,ICICI,Pune,Success
TXN101813,CUST4967,Loan,Debit,10482.27,INR,2024-08-03,Walmart,Bangalore,Failed
TXN101814,CUST5951,Credit,Debit,41095.01,INR,2023-03-18,Reliance,Pune,Success
TXN101815,CUST5002,Loan,nan,483930.34,USD,2023-10-03,Walmart,Hyderabad,Success
TXN101816,CUST3332,Credit,Debit,147729.43,USD,2023-04-02,Walmart,Chennai,Success
TXN101817,CUST5375,Current,Credit,384613.88,INR,2024-10-26,Amazon,Pune,Success
TXN101818,CUST1685,Credit,Credit,312335.54,INR,2024-01-03,Amazon,Delhi,Pending
TXN101819,CUST4888,Credit,Credit,190976.0,EUR,2024-06-13,ICICI,Mumbai,Success
TXN101820,CUST1968,Loan,Credit,102851.57,nan,2024-05-07,Flipkart,Hyderabad,Success
TXN101821,CUST8320,Savings,Debit,60702.0,USD,2024-04-24,HDFC,Pune,Failed
TXN101822,CUST3033,Savings,Credit,307510.33,USD,2023-11-19,HDFC,Bangalore,Success
TXN101823,CUST8075,Savings,nan,387319.14,INR,2024-06-30,HDFC,Mumbai,Success
TXN101824,CUST6261,Current,Debit,321955.69,nan,2023-04-12,HDFC,Hyderabad,Success
TXN101825,CUST9959,Loan,Debit,265155.76,USD,2023-09-28,HDFC,Bangalore,Success
TXN101826,CUST1645,Savings,Debit,20985.19,INR,2023-11-03,HDFC,Chennai,Success
TXN101827,CUST5121,Current,Debit,484244.7,INR,2024-01-22,SBI,Delhi,Success
TXN101828,CUST9112,Credit,Credit,399359.11,nan,2023-10-04,HDFC,Hyderabad,Success
TXN101829,CUST7436,Loan,Credit,,EUR,2023-09-16,Walmart,Chennai,nan
TXN101830,CUST9828,Current,Debit,489985.36,INR,2024-06-30,Walmart,Mumbai,Success
TXN101831,CUST8097,Savings,Credit,300944.78,INR,2024-06-03,Amazon,Mumbai,Success
TXN101832,CUST9292,nan,Debit,291215.5,INR,2024-03-07,nan,Bangalore,Success
TXN101833,CUST6586,Savings,Debit,374039.11,USD,2023-11-06,SBI,Mumbai,Success
TXN101834,CUST1868,Credit,Credit,405886.78,INR,2024-04-03,Amazon,Pune,Success
TXN101835,CUST6914,Savings,Debit,328242.74,USD,2024-01-21,SBI,Mumbai,Failed
TXN101836,CUST9213,Savings,Debit,64056.59,INR,2023-07-19,Amazon,Hyderabad,Success
TXN101837,CUST7355,Loan,Debit,169140.37,INR,2024-10-13,Flipkart,Delhi,Success
TXN101838,CUST2903,Credit,Credit,464042.54,INR,2024-06-14,HDFC,Pune,Success
TXN101839,CUST3576,Current,Debit,112315.56,USD,2024-02-06,ICICI,Mumbai,Failed
TXN101840,CUST5109,Credit,Credit,,INR,2023-03-26,Reliance,Hyderabad,Success
TXN101841,CUST5614,Current,nan,216044.12,USD,2023-01-22,nan,nan,Failed
TXN101842,CUST9014,Savings,Credit,219708.1,INR,2023-08-23,Reliance,nan,Failed
TXN101843,CUST4293,Credit,Debit,306473.66,USD,2024-01-25,Flipkart,Delhi,Success
TXN101844,CUST2935,Credit,Credit,471538.49,USD,2023-05-09,Amazon,Delhi,Success
TXN101845,CUST1615,Loan,nan,,INR,2024-01-28,SBI,Mumbai,Success
TXN101846,CUST6057,Current,Credit,60759.47,INR,2024-07-17,Walmart,Bangalore,Success
TXN101847,CUST9478,Credit,Debit,98743.27,USD,2024-04-08,ICICI,Hyderabad,Success
TXN101848,CUST2923,Current,Debit,443463.58,INR,2024-06-24,ICICI,Mumbai,Success
TXN101849,CUST7455,Savings,Debit,322908.95,EUR,2023-01-29,Amazon,Chennai,Success
TXN101850,CUST8604,Current,Debit,142960.54,INR,2023-05-13,ICICI,Mumbai,Success
TXN101851,CUST9152,Loan,Debit,407975.31,USD,2024-12-23,Flipkart,Hyderabad,Success
TXN101852,CUST3773,Savings,nan,430686.38,INR,2024-06-17,ICICI,Pune,Pending
TXN101853,CUST6193,Savings,Credit,423258.7,USD,2024-11-19,Reliance,Bangalore,Success
TXN101854,CUST2903,Credit,Debit,459464.08,USD,2024-09-22,HDFC,Bangalore,Success
TXN101855,CUST1143,Savings,Credit,126127.99,INR,2024-10-09,Amazon,Hyderabad,Success
TXN101856,CUST8496,Loan,Debit,377523.41,EUR,2023-03-23,Walmart,Pune,Success
TXN101857,CUST3256,Savings,Credit,230275.14,EUR,2024-08-02,nan,nan,Success
TXN101858,CUST1699,Credit,Debit,421000.86,EUR,2024-07-05,SBI,Chennai,Success
TXN101859,CUST7318,Current,Debit,364248.05,INR,2023-04-01,nan,Pune,Success
TXN101860,CUST1270,Savings,Debit,388225.96,INR,2024-10-25,Reliance,Mumbai,nan
TXN101861,CUST9254,Loan,Credit,,INR,2023-03-17,ICICI,Mumbai,Success
TXN101862,CUST2007,Credit,Debit,88722.61,INR,2023-08-23,Reliance,Pune,nan
TXN101863,CUST8203,Savings,Credit,272518.01,INR,2024-10-14,SBI,Bangalore,Success
TXN101864,CUST4724,Savings,Credit,492335.02,INR,2024-05-02,nan,Delhi,Pending
TXN101865,CUST7599,Current,Credit,468694.66,INR,2024-03-09,SBI,Bangalore,Success
TXN101866,CUST7487,Savings,Debit,21596.44,INR,2024-03-04,HDFC,Chennai,nan
TXN101867,CUST8917,Current,nan,,INR,2023-03-31,nan,Delhi,Success
TXN101868,CUST5509,Current,Debit,65873.07,INR,2024-03-22,nan,Delhi,Success
TXN101869,CUST6400,Current,Debit,362992.7,USD,2024-07-30,Reliance,Mumbai,Success
TXN101870,CUST5320,Savings,Credit,408894.49,USD,2023-06-04,Flipkart,Hyderabad,Failed
TXN101871,CUST6472,Current,Credit,106763.55,INR,2024-12-27,Flipkart,Pune,Success
TXN101872,CUST8206,Savings,Debit,252931.29,INR,2024-03-22,HDFC,Mumbai,Success
TXN101873,CUST7872,Credit,Credit,420353.11,INR,2023-05-19,Amazon,Delhi,Failed
TXN101874,CUST8923,Credit,Debit,366403.44,INR,2023-08-19,ICICI,Pune,Success
TXN101875,CUST5716,Savings,Credit,271123.18,USD,2023-02-11,Amazon,Mumbai,Success
TXN101876,CUST8118,Savings,Debit,295177.94,USD,2023-08-24,Flipkart,Hyderabad,Success
TXN101877,CUST3620,Savings,Debit,254185.19,INR,2024-04-13,Reliance,Delhi,Pending
TXN101878,CUST3536,Current,Debit,148781.25,USD,2024-08-20,Amazon,Hyderabad,Success
TXN101879,CUST6103,Current,Credit,282515.35,EUR,2023-12-14,Amazon,Hyderabad,Pending
TXN101880,CUST8080,Current,Credit,344445.76,INR,2024-11-08,Reliance,Pune,Success
TXN101881,CUST6317,nan,nan,436662.72,INR,2023-07-17,SBI,Delhi,Failed
TXN101882,CUST2195,Current,Credit,318149.31,INR,2023-12-11,Walmart,Mumbai,Pending
TXN101883,CUST9699,Credit,Credit,,INR,2023-03-03,Flipkart,Bangalore,Success
TXN101884,CUST1404,Savings,Debit,80044.22,INR,2024-01-23,Walmart,nan,Success
TXN101885,CUST2294,Savings,Debit,230784.12,INR,2023-02-03,ICICI,Mumbai,Success
TXN101886,CUST7054,Savings,Credit,4675.72,INR,2023-10-09,Amazon,Mumbai,Success
TXN101887,CUST4625,Current,Credit,123346.97,INR,2023-08-19,Amazon,Pune,Success
TXN101888,CUST8868,Savings,Credit,363233.59,USD,2024-01-08,Reliance,Hyderabad,Failed
TXN101889,CUST3819,Credit,Debit,495905.06,INR,2024-02-15,HDFC,Bangalore,Failed
TXN101890,CUST5759,Credit,Credit,49598.06,INR,2024-11-09,HDFC,Bangalore,Success
TXN101891,CUST6745,Savings,Credit,,INR,2023-08-01,HDFC,Delhi,Success
TXN101892,CUST8564,Credit,Debit,400037.48,INR,2023-10-04,Amazon,nan,Success
TXN101893,CUST4637,Savings,Credit,102025.78,INR,2024-07-19,Reliance,Delhi,Success
TXN101894,CUST2873,Current,Debit,277546.92,INR,2024-11-26,Walmart,Bangalore,Success
TXN101895,CUST2406,Credit,nan,366538.32,INR,2023-08-09,Amazon,Bangalore,Success
TXN101896,CUST6514,Credit,Debit,,INR,2024-09-01,Amazon,Delhi,Success
TXN101897,CUST2577,Savings,Debit,94020.49,USD,2024-07-28,HDFC,Delhi,Success
TXN101898,CUST8772,Savings,Debit,177698.73,USD,2024-07-07,nan,Chennai,Failed
TXN101899,CUST6379,Current,Credit,391898.05,USD,2023-04-20,Amazon,Hyderabad,Success
TXN101900,CUST6311,Savings,Debit,,USD,2024-10-27,Reliance,Hyderabad,Success
TXN101901,CUST9828,nan,Credit,2624.75,EUR,2023-07-16,Flipkart,Chennai,Failed
TXN101902,CUST6547,Savings,Credit,380497.77,INR,2024-10-21,Flipkart,Chennai,Success
TXN101903,CUST1807,Loan,Credit,17665.32,INR,2024-12-22,Flipkart,Chennai,Success
TXN101904,CUST3395,Loan,Debit,372869.43,INR,2024-01-19,Reliance,Pune,Success
TXN101905,CUST5524,Current,Debit,101248.26,INR,2024-03-28,Amazon,Bangalore,Success
TXN101906,CUST2415,Savings,Debit,479037.16,USD,2024-03-27,ICICI,Mumbai,Success
TXN101907,CUST8508,Credit,nan,183976.7,USD,2023-04-17,HDFC,Bangalore,Success
TXN101908,CUST3449,Savings,Credit,163472.54,INR,2023-01-05,Walmart,Pune,Success
TXN101909,CUST4496,Current,Credit,,USD,2023-05-24,Flipkart,Pune,Success
TXN101910,CUST8103,Savings,Credit,152809.05,USD,2023-05-17,Reliance,Chennai,Success
TXN101911,CUST5732,Current,Debit,438326.61,INR,2024-03-16,nan,Mumbai,Success
TXN101912,CUST8022,Savings,Debit,498167.21,USD,2023-06-15,ICICI,Hyderabad,Success
TXN101913,CUST8495,Savings,Debit,184161.08,EUR,2024-10-09,Flipkart,Chennai,Success
TXN101914,CUST9706,Credit,Credit,224310.83,INR,2024-10-01,ICICI,Bangalore,Failed
TXN101915,CUST6099,nan,Credit,361038.25,INR,2023-03-06,Reliance,Mumbai,Success
TXN101916,CUST8332,Savings,Credit,443099.03,USD,2024-02-19,Amazon,Chennai,Success
TXN101917,CUST4294,Current,Credit,296526.24,INR,2024-03-14,HDFC,Bangalore,Success
TXN101918,CUST3908,Current,Debit,195768.93,nan,2024-01-15,Flipkart,Mumbai,Success
TXN101919,CUST6416,Savings,Credit,206316.79,USD,2023-05-08,Walmart,Bangalore,Success
TXN101920,CUST9532,Credit,Debit,347812.12,INR,2023-07-16,Reliance,Pune,Pending
TXN101921,CUST6670,Credit,nan,1619.1,INR,2024-08-16,ICICI,Bangalore,Success
TXN101922,CUST3468,Savings,Credit,309798.47,INR,2024-05-10,HDFC,Bangalore,Success
TXN101923,CUST3428,Credit,Debit,177752.95,USD,2024-08-18,Walmart,Chennai,Success
TXN101924,CUST4688,Credit,Credit,397100.72,INR,2024-05-16,HDFC,Delhi,Success
TXN101925,CUST7148,Savings,Credit,46504.39,INR,2023-06-01,Flipkart,Mumbai,Pending
TXN101926,CUST3027,Credit,Credit,,EUR,2024-12-01,ICICI,Chennai,Success
TXN101927,CUST8171,Current,Debit,,USD,2024-12-23,Flipkart,Bangalore,Success
TXN101928,CUST1315,Credit,Credit,321166.34,INR,2023-01-28,HDFC,Hyderabad,Success
TXN101929,CUST4989,Current,Credit,32436.15,EUR,2023-03-01,Flipkart,Bangalore,Failed
TXN101930,CUST1530,Savings,Credit,289996.09,USD,2023-04-04,Flipkart,Delhi,Success
TXN101931,CUST8884,Credit,Debit,280746.68,EUR,2023-04-24,Walmart,Bangalore,Success
TXN101932,CUST2859,Current,Debit,280334.44,INR,2023-05-04,Walmart,Mumbai,Success
TXN101933,CUST5757,Credit,Credit,301747.8,INR,2024-07-04,SBI,Mumbai,Pending
TXN101934,CUST8872,Savings,Debit,338237.2,INR,2023-09-14,Flipkart,Hyderabad,Success
TXN101935,CUST2067,Credit,nan,402496.45,INR,2023-01-13,Flipkart,Pune,Pending
TXN101936,CUST1727,Current,Credit,134917.66,EUR,2023-07-13,Reliance,Bangalore,Success
TXN101937,CUST1243,Credit,Credit,412526.45,INR,2024-07-07,SBI,Pune,Success
TXN101938,CUST1711,Current,Debit,249132.86,INR,2023-07-04,Reliance,Chennai,Success
TXN101939,CUST8924,Current,Debit,38538.37,INR,2023-02-04,nan,Delhi,Failed
TXN101940,CUST9462,Savings,Debit,29284.88,INR,2024-07-02,Flipkart,Chennai,Success
TXN101941,CUST3560,Loan,Debit,167125.82,INR,2023-03-16,Amazon,Pune,Success
TXN101942,CUST6139,Current,Credit,392450.64,INR,2023-09-07,Flipkart,Hyderabad,Success
TXN101943,CUST4560,nan,Credit,353843.39,INR,2024-09-30,HDFC,Pune,Success
TXN101944,CUST5003,Current,Debit,394309.6,INR,2023-01-20,HDFC,Hyderabad,Success
TXN101945,CUST3177,Credit,Debit,258639.36,EUR,2024-12-28,Flipkart,Hyderabad,Success
TXN101946,CUST1837,Credit,Debit,220105.1,USD,2023-09-04,HDFC,Bangalore,Failed
TXN101947,CUST4714,Credit,Debit,73734.79,INR,2024-12-20,ICICI,Mumbai,Success
TXN101948,CUST4078,Credit,Credit,164103.09,INR,2024-10-24,HDFC,Mumbai,Success
TXN101949,CUST6032,Savings,Debit,217015.34,INR,2024-03-14,ICICI,Pune,Success
TXN101950,CUST2650,Current,Credit,44309.33,EUR,2024-03-09,Flipkart,Hyderabad,Success
TXN101951,CUST3948,Current,Credit,110313.77,USD,2023-06-15,Reliance,Pune,Success
TXN101952,CUST3520,Savings,Credit,,INR,2023-10-30,Amazon,Mumbai,Success
TXN101953,CUST8269,Current,Debit,367834.2,EUR,2024-09-11,Walmart,Chennai,nan
TXN101954,CUST8597,Current,nan,499173.77,USD,2023-12-15,ICICI,Hyderabad,Success
TXN101955,CUST1362,Savings,Credit,466557.33,INR,2023-05-08,ICICI,Bangalore,Success
TXN101956,CUST9841,Savings,Debit,321286.17,INR,2024-10-31,SBI,Chennai,Failed
TXN101957,CUST3256,Credit,Debit,210629.81,USD,2023-12-15,nan,Bangalore,Success
